,주요증상,주소,질문제목,질문내용,답변내용
487,콧물,https://www.hidoc.co.kr/healthqna/view/C0000324837,감기인것 같은데 기침은 안나고 열도 없는것 같은데 코가 ...,감기인것 같은데 기침은 안나고 열도 없는것 같은데 코가 너무 맵고 목과 코 사이가 부었습니다. 대체 코가 매운 이유는 무엇 때문인가요? 염증 인건가요?,"안녕하세요, 하이닥 한방과 상담의 양태규 입니다. 코가 매운 느낌이 나는 것은 비강점막이 염증소견을 보여서 그런 것이 맞고요.  감기가 아니라면 아무래도 알레르기 비염으로 인한 증상으로 생각됩니다.  비염의 3대 증상이 콧물, 코막힘, 재채기 이지만 환자에 따라서는 콧물, 재채기는 심하지 않고 코막힘, 콧속의 가려움이나 통증을 호소하는 경우도 있지요.  코가 막혀서 입으로 숨을 쉬다 보면 구호흡으로 인한 인후통을 호소하는 경우도 매우 흔하게 있습니다.  평소에 코가 매운 증상으로 많이 불편하시다면 이비인후과나 한의원에 내원해서 3-4주 정도 꾸준히 치료를 받아보시기 바랍니다.  감사합니다. "
488,콧물,https://www.hidoc.co.kr/healthqna/view/C0000319398,혹시 제 동생이 코가 비염이 있는건지 몇년째 고생하고있 ...,혹시 제 동생이 코가 비염이 있는건지 몇년째 고생하고있어요 지금도 코가 막히고 목에 가래가 많이껴서 가래뱉어내는 소리를 많이내네요 고칠수 있는 방법 있을까요? 아까는 코피가났어요,"안녕하세요, 하이닥 한방과 상담의 양태규 입니다. 동생이 비염의 3가지 대표적인 증상 중에서 코막힘이 심하고 콧물이 뒤로 넘어가는 후비루가 생겨서 고생하고 있나 보네요.  증상이 심하면 당연히 이비인후과나 전문 한의원에서 치료를 받는 것이 필요하고요.  일단 비경으로 코안을 봐서 코안의 비갑개가 부어있는 지 아니면 콧물이 많은 상태라서 코막힘이 심하지 확인해 봐야 정확한 치료가 가능합니다.  비염이 심할 경우 코피는 종종 부수적으로 동반되기도 합니다.  집에서는 생리식염수로 비강세척을 하는 것이 증상완화에 도움이 될 수 있습니다.  감사합니다. "
489,콧물,https://www.hidoc.co.kr/healthqna/view/C0000209009,봄만 되면 코 막히고 기침이 나오는데 어떡해야 하나요?,봄만되면 코막히고 기침이 나오는데 어떻해야하나요??,"안녕하세요, 하이닥 한방과 상담의 양태규 입니다. 봄만 되면 코가 막히고 기침이 난다고 하면 상담하신 분은 알레르기 비염을 앓고 계신 것으로 생각됩니다.  이런 분들은 보통 봄 환절기가 되면 일교차가 심해지고 꽃가루가 날리면서 재채기 콧물 코막힘이 생기는데 심한 경우 콧물이 목뒤로 넘어가는 후비루로 인해서 기침도 하게 됩니다.  증상이 심하지 않다면 가정에서 식염수로 코세척을 해주는 것도 도움이 될수 있고 꽃가루나 미세먼지가 많은 날씨에는 외출을 자제하거나 마스크를 착용하고 외출을 하는 것이 좋겠지요.  그래도 증상이 심하면 이비인후과나 전문 병원에서 치료를 받는 것이 도움이 될겁니다.  만약 증상이 매년 지속적으로 반복된다면 알레르기 체질개선을 위해서 한방치료도 고려해 보시기 바랍니다.  감사합니다. "
490,콧물,https://www.hidoc.co.kr/healthqna/view/C0000147667,저는63살인데요 남자입니다. 코에서 농,네~^^저는63살인데요 남자입니다다름이   아니라  코에서  농이  나와서 아침저녁으로소금물로  세정을  하고  있읍닏ㆍ뭐   다른방법은  없을까요????,"안녕하세요, 하이닥 이비인후과 상담의 윤병기 입니다. 우선!!! 소금물로 세정하지 마세요 !!!!   코세척 말씀듣고 하신다고 생각되지만, 소금물도 농도가 중요합니다.  대~~ 충 맞춘 농도는 오히려 코의 환경을 악화시키기 때문에 안하니만 못합니다.  그리고, 수돗물을 세척으로사용하는 것도 자체도 좋지 않구요.  우선 중요한것은 코에서 나온다는것이 농인지 단순 콧물인지 감별이 필요합니다.  대부분의 환자분들이 코에서 농이나온다는 분들 보면, 단순히 콧물인데 약간 끈적한 경우도 많습니다.  고로, 단순 비염인지, 축농증인지의 감별이 필요하다는 말이죠.  이비인후과를 방문해보시고 증상에 대한 진단을 먼저 받아보시기를 추천드립니다.  그리고, 코세척은, 약국에가면 코세척용 식염수가 있습니다.  많이 비싸지 않으니 꼭 사서 쓰시길 권유 드립니다.  감사합니다. "
491,콧물,https://www.hidoc.co.kr/healthqna/view/C0000144585,부비동염  때문에 늘 머리가 아파요,부비동염  때문에 늘 머리가 아파요,"안녕하세요, 하이닥 이비인후과 상담의 이상덕 입니다. 부비동염의 대표적인 증상은 누런 콧물, 후비루 증상(콧물이 목 뒤로 넘어가는 것), 코막힘 등입니다. 급성 부비동염일 경우 두통, 치통, 발열 등도 생길 수 있습니다.  축농증 치료는 크게 두 가지로 나뉩니다.  약물치료와 수술치료입니다. 약물치료는 급성과 만성 부비동염의 유형에 따라 약물치료를 시행하는데 무엇보다 꾸준한 치료가 중요합니다. 수술치료 역시 수술 후 꾸준한 관리가 이뤄져야 하며 그렇지않다면 재발 우려도 있기 때문에 일정기간 적절한 치료를 받는 것이 중요합니다. 축농증은 오래두면 후각장애, 코골이&수면무호흡증 등 일상생활에 큰불편함이 생기므로반드시 치료받으시길 바랍니다. 감사합니다. "
492,콧물,https://www.hidoc.co.kr/healthqna/view/C0000046702,"코감기인거 같은데, 타미플루 처방만 두번입니다",#NAME?,"타미플루는 코감기 약이 아닙니다.  더군다나 처음 코감기 증상으로 갔을 때 타미플루 처방 후 다시 편두통으로 갔을 때에도 또 타미플루를 처방한 진료는 문제가 있다고 판단됩니다.  물론 환자분의 한쪽 말씀만 듣고서 확답을 드릴 수는 없으나 타미플루 처방은 고열과 기침가래, 콧물, 인후통의 신종플루 증상이 있을 때 신종플루 확진 PCR 검사에서 양성소견이 나온 경우에 처방하거나 검사 없이 처방할 경우에도 고열과 근육통, 기침,콧물 등의 임상적으로 신종플루가 강력히 의심될 때 처방하는 항바이러스약이지 단순 코감기나 편두통으로 처방하는 약은 아닙니다.  타미플루를 복용할 필요는 없을 것 같습니다. "
493,콧물,https://www.hidoc.co.kr/healthqna/view/C0000030137,알레르기비염,"- 성별 :- 혈압 :- 키/체중 : 160cm / 63kg- 가족력(가족, 친척의 건강, 질환 등) :- 과거병력 :- 상담내용 :알레르기 비염이심합니다.
한약으로도 계속 치료를 했는데 별 효과가 없어서요.
그런데 최근에 수루로도 치료가 가능하다는 이야기를 들었습니다.
실제로 수술치료가 가능한지 여쭈어보고 싶습니다.","안녕하세요.  하이닥 이비인후과 상담의 구태우 입니다.  
알레르기 비염은 수술적 치료가 가능합니다.  
그러나, 모든 분이 수술적인 치료로 같은 효과를 거두는 것은 아닙니다.  코막힘이 심하신 분들은 수술후 큰 효과를 거두게 됩니다.  하지만 비염의 증상들 중에서 콧물, 코가려움, 눈가려움, 재채기 등의 증상들은수술 후에도 어느 정도 남습니다.  
그러므로 비염으로 인하여 불편하신 증상이 주로 코막힘이라면 수술로써 잘 해결될 가능성이 높고, 코막힘 보다는 줄줄 흐르는 콧물이나 재채기라면 약물치료 쪽으로 방향을 잡는게 일반적입니다.  
중요한 것은 이비인후과 전문의에게 정확한 진단과상담을 받으시는 것입니다.  
좋은 치료 받으시길 바랍니다.  감사합니다. "
494,콧물,https://www.hidoc.co.kr/healthqna/view/C0000468871,(여중생) 혈변을 봤습니다ㅠㆍㅠ,"제가 스트레스를 받으면 배가 아파오는신경성 복통? 그런걸 한 초등학교 2~3학년때 부터 앓고 있었어요. 중학교 2학년 올라오고나서부턴 좀 나아졌는데, 이거랑 연관이 있을진모르겠지만.. 오늘(2019년 6월 28일 4시 30분경)집에서 혈변을 봤어요. 혹시 죽을병에 걸린건아닐까 너무 무섭더라고요. 새빨간 피였고,응어리 진 핏덩이는 딱히 없었어요.배가 아프진 않았는데 너무 무섭네요ㅜㅜ대장암 직장암 그런거면 어떡하죠?이런 적이 처음이라 진짜 당황스럽고 겁나요.방금 부모님께 말씀드렸고 내일 즈음에병원에 갈 예정이에요. 어떻게 해야 할지..많이 위험한 신호인지 답변 부탁드립니다!",안녕하세요.  하이닥 내과 상담의 엄문용입니다. 여중생이 혈변보는 건 흔하지 않은 소견입니다. 평소에도 자주 증상이 있었고 혈변외에 콧물같은 끈적한 액체가 묻어나오는 점액변이 동반된 적이 있는지요?젊은 나이에서도 종종 진단되는 염증성 장질환 등에 대한 감별을 받으시 받아보셔야 하겠습니다. 대장내시경도 고려해보셔야 하겠습니다. 암의 가능성은 높지 않습니다. 일단 큰 병원에서 진료부터 보시기 바랍니다. 
495,콧물,https://www.hidoc.co.kr/healthqna/view/C0000457980,독감검사 후 코통증,독감검사를 각각 한쪽씩 두번 했는데처음 하신 의사선생님은 턱을 위로들게해 엄청 깊게쑤셔서 너무 고통이 심했고 아직도 그쪽이 시리구요.진단검사의학과에서 해주신분은 턱아래로하게해서 깊이 안찌르셨는데 외 그분은 그렇게 깊게 찌르셨는지 너무아파요. 무슨 내시경도아니고요. 시린데 이거 어떻게하죠 자연스럽게 낫나요?,"안녕하세요.  하이닥 이비인후과 상담의 윤병기입니다. 검사를 언제 받으셨고, 얼마나 지났는데도 통증이 지속되는지 모르겠습니다만, 독감의 병면 부위 자체가 인후두쪽도 함께 포함이 되기에 검사를 받으면서 약간의 자극이 되었을 수 도 있습니다.  약을 드시고 계시다면, 치료 받으시면서 조금 지켜보시면 될 듯 하지만, 5일 이상 경과하였다면, 다시 이비인후과를 방문하시고 다시한번 비인강쪽 진료를 한번더 받아보시기 바랍니다.  감사합니다. "
496,콧물,https://www.hidoc.co.kr/healthqna/view/C0000445658,질문드립니다,비뇨계통 문제때문에 최근 항생제를 한달째 복용하였으며  이번에도 일주일을더 복용해야합니다  문제는 처음에는 없었는데 이제는 항생제 를 먹었다하면 설사를 합니다 그래서 그런지 변색깔도 흑갈색 갈색 누런색 다양하게 나옵니다 약을 그만먹을수는 없는 노릇이라 혹시 프로바이오틱스를 먹으면 괜찮아 질까요?? 개선 방법좀 부탁드립니다,"안녕하세요, 하이닥 내과 상담의 문형일 입니다. 네 항생제 관련 설사 증상을 호소하고 계시네요. 항생제를 꼭 복용해야 되신다면 약을 유지하시면서 위장 운동 조절제 및 정장제 등을 복용하시면서 증상을 조절하시면 됩니다.  하지만 설사가 하루에도 10회 이상 나오거나 콧물같은 점액질 상태의 설사, 또는 일상 생활에 굉장히 불편하다면 병원에 내원하여 항생제 변경 가능한지 확인이 필요합니다.  감사합니다. "
497,콧물,https://www.hidoc.co.kr/healthqna/view/C0000445119,코가 뒤로넘어 할때 썩은냄새가나고  침을 뱉었는데 목쪽에서 썩은 냄새가 나고 공복에 심하,코가 뒤로넘어 할때 썩은냄새가나고  침을 뱉었는데 목쪽에서 썩은 냄새가 나고 공복에 심하게 납니다,"안녕하세요, 하이닥 한방과 상담의 김규현 입니다. 코가 뒤로 넘어가는 증상은 '후비루'라 합니다. 축농증, 부비동염 의심됩니다. 엑스레이상 농이 차있는 것이 보일 수 있고요,석션으로 코를 빨아내면 우선 시원해질거에요. 부비동염은 한약치료도 잘 듣는 영역입니다. 감사합니다. "
498,콧물,https://www.hidoc.co.kr/healthqna/view/C0000442642,선생님 마지막으로 묻겟습니다,선생님 배란냉이 무엇이고 배란냉은 모든여자들이 다나오는건가요 ?? 궁금합니다,"안녕하세요, 하이닥 산부인과 상담의 신승령 입니다. 배란기에 질분비물이 늘어나면서 점액성으로 나오게되는 것을 말합니다.  보통 건강한 여성의 경우 배란기에 맑고 투명하면서 마치 콧물처럼 끈적끈적한 분비물이 나오게 되며 이를 통해 배란기임을 간접적으로 알 수 있겠습니다.  개인차가 있을 수 있으며 임신을 위한 준비로 보시면 되겠습니다. 감사합니다. "
499,콧물,https://www.hidoc.co.kr/healthqna/view/C0000433761,혈압이떨어졌어요,"이비인후과에서 후비루증후군때문에 투리온정 , 코대원정 , 스토가정10mg , 레브로콜정 , 애니코프캡슐300mg을 처방받았습니다.처방약을 4일넘게 먹으니깐 부작용으로 전립선액이 조금 나오거나 소변이 더 자주 마렵고 일어설때 어지러워서 혈압을 재어보니 최고혈압이 102 최저혈압 52인가? 로 나왔습니다. (맥박 108)약을 더이상 먹지 않으면 약을 먹은지 대충 몇시간후에 이러한 증세가 다 사라지게 되나요?그리고 약을 먹는것과는 상관없이 평소에도 밥을 먹고나면 바로 기절할듯이 잠이 심하게 쏟아집니다. 또 밖에서 20여분 걷다가  사무실에 앉아서 업무를 보려고 하거나 잠시 가만히 있으면 바로 잠이 옵니다. 이것또한 혹시 저혈압 증세인가요?(심장초음파검사 정상 , 심전도 정상 , 혈액검사 결과 ldl콜레스테롤과 요산수치가 높음 , 소변검사 정상 , 흉부엑스레이 정상 , 야간수면다원검사 정상 , 공복혈당 90 , 평소혈압은 대부분 정상범위에 속하고 맥박은 항상 99~109정도로 뜁니다.)","안녕하세요, 하이닥 소화기내과 상담의 현일식 입니다. 감기약 중에서 콧물, 코막힘, 기침 관련 약은 어지러움증, 방광증상의 부작용이 있을 수 있습니다.  감기약을 지으실 때는 현재 약 목록을 메모하고 있다가 이러한 부작용이 있음을 의사에게 알리고 처방받는 것이 좋습니다.  식곤증이나 심한 졸리움의 원인이 질병 때문일 수도 있지만 아닐 수도 있습니다.  이러한 문제는 수면다원검사를 하신 병원에서 해결해 주실 것입니다.  심한 졸리움으로 수면 다원 검사를 한 것인데 검사 결과가 정상이라면 졸린 이유가 무엇인지? 또 어떻게 대처해야 하는지 꼭 알려주실 것이라 생각합니다.   감사합니다. "
500,콧물,https://www.hidoc.co.kr/healthqna/view/C0000433698,기침없는 폐렴?,저번주 토요일쯤 코감기증세 그냥 코가막히고 기침은 없는 그런증세가있었는데 일요일에 축구엄청뛰고 어제 기침은 아예없구 열만나는것같고 오한이좀있고 몸이 너무 축쳐져서 힘드네요 뭔가요? 아 에어컨을 좀 쐬니 재채기를 많이 하긴했어요일반 감기인가요? 기침은 아예 없습니다 지금은 목도 살짝 불편한감이있네요,"안녕하세요, 하이닥 내과 상담의 서종필 입니다. 최근 유행하는 상기도 감염(감기를 포함) 증상이 고열과 근육통이 심하고 기침, 가래, 콧물, 인후통 증상은 그리 심하지 않은 분들이 상당히 많았습니다.  대략 2일간의 약물치료와 휴식으로 대부분은 좋아지셨고 증상호전이 안되고 불편하시다면 가까운 내과에서 치료받아보시는 것이 좋겠습니다.  생각보다 해열제나 대증치료제에 반응이 좋습니다. 감사합니다. "
501,콧물,https://www.hidoc.co.kr/healthqna/view/C0000414830,목이물감 증상,작년 11월부터 지금까지 속이쓰리거나 위산이역류한다는느낌은없는데 목눌림?조임?이물감이 사라지지않고 첨보다더있는듯합니다 목부위는 혀끝쪽성대쪽부근입니다 해본검사로는 이빈후과 후두내시경이후 후두는깨끗하다하시면 신경안정제및ppi 2주복용효과없었음 내과는위대장내시경 복부ct  피검사 갑상선초음파(최고큰게 0.7mm 4~5개나옴)지금은 큰이상이없고 6개월후 다시찍어보자고함 의사분은 비미란성위염같다고하시는데9개월가량 ppi복용중인데 목이물감이 사라지지않고있는데 혹시 다른질병일가능성이없는지요? 있다면 어떤검사를더받아봐야하까요?,"안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다. 현재 상황이시라면,.  추가 검사를 원할 시식도내압검사 등도 한번 받아보시는 방법이 있습니다. 하지만 단순히 특별한 문제가 아니라, 후비루 같이 콧물이 뒤로 넘어가며 느껴지는 단순한 문제일 가능성도 염두해 두셔야합니다. "
502,콧물,https://www.hidoc.co.kr/healthqna/view/C0000414831,목이물감,작년 11월부터 지금까지 속쓰림이나 위액이역류한다는느낌은 없는데 목눌림?조임?이물감이 사라지지않고 첨보다더있는듯합니다 목부위는 혀끝쪽성대쪽부근입니다 해본검사로는 이빈후과 후두내시경이후 후두는깨끗하다하시면 신경안정제및ppi 2주복용효과없었음 내과는위대장내시경 복부ct  피검사 갑상선초음파(최고큰게 0.7mm 4~5개나옴)지금은 큰이상이없고 6개월후 다시찍어보자고함 9개월가량 ppi복용중인데 목이물감이 사라지지않고있는데 혹시 다른질병일가능성이없는지요? 있다면 어떤검사를더받아봐야하까요?,"안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다. 현재 상황이시라면,.  식도내압검사 등도 한번 받아보시는 방법이 있습니다. 하지만 단순히 특별한 문제가 아니라, 후비루 같이 콧물이 뒤로 넘어가며 느껴지는 단순한 문제일 가능성도 염두해 두셔야합니다. "
503,콧물,https://www.hidoc.co.kr/healthqna/view/C0000414215,잔기침과 침같은 가래가 나오면서 지금도 계속하고 있습니다  ,6월중순에 아침에 자다가 일어나니깐 목이 않좋아서 감기증세인줄알고 약처방하였는데 낳지가 않아 지난주에 내과에서 다시 약처방을 받았습니다증상)1.처음에는 기침과 누런가래가 나왔는데 약처방후 거의 나아질것같았는데 (2주일정도) 2.지지난주부터는 잔기침과 침같은 가래가 나오면서 지금도 계속하고 있습니다  큰기침은 않하고 가볍게 기침하고 가래는 가끔씩 하얗게 조금 나오곤 합니다(17일째계속중입니다)어떻게하면 좋을까요원인이  무엇이며 방법은 없을까요?,"안녕하세요, 하이닥 내과 상담의 이창현 입니다. 3주이상 지속되는 기침의 원인은 흡연이 가장 대표적이며 비흡연자의 경우 콧물이 뒤로 넘어가는 경우, 역류성식도염, 변이형 천식 등의 원인이 많습니다.  일단 병원을 다니며 꾸준히 치료를 받아보시는게 우선이고 X-ray를 촬영해보세요. 건강하세요~!"
504,콧물,https://www.hidoc.co.kr/healthqna/view/C0000400749,잔기침이 낫질 않습니다.,잔기침이 낫질 않습니다.다른 이상은 전혀 없고 잔기침만 나는데요.계속 하다보니 두통도 오는 것 같고 가슴도 아픈 것 같어요.병원에 간다면 어느 과를 가야 하나요?,"안녕하세요, 하이닥 내과 상담의 황규엽 입니다. 감기후에 만성적인 마른기침이  지속되는경우가 있습니다. 기도 과민서에 기인한 탓인데요, 때에 따라서는 수개월간 지속되기도 합니다. 가까운 내과병원에서 꾸준히 치료 하면 좋아집니다. 그외에 위산 역류나 후비루( 콧물이 목 뒤로 넘아가는 경우)에 의해서 생기기도합니다. 답변이 도움 되시길 바랍니다감사합니다"
505,콧물,https://www.hidoc.co.kr/healthqna/view/C0000396233,5개월 아기가 코가 그렁그렁해서 잠을 잘 못자요 ,5개월 아기가 코가 그렁그렁해서 잠을 잘 못자요 병원에가도 그때 뿐이라 속상허네요 ㅜ 빨리 낫게 하는 방법있을까요??,"안녕하세요, 하이닥 소아청소년과 상담의 이강욱 입니다. 어릴때 비강은 공간이 매우 작습니다.  소량의 콧물에도 코가 쉽게 막힐 수 있습니다.  아이가 성장하면서 비강 공간도 같이 넓어지게 되는데 그때부터는 그렁거림이 호전될 수 있습니다.  빨리 낫게 하는 방법은 없지만, 수시로 잠을 잘 못 자는 경우 식염수을 코에 넣어서 세척해 주는게 효과적입니다. "
506,콧물,https://www.hidoc.co.kr/healthqna/view/C0000370021,아침에 일어나서 가래기침하는데 가래가 진한 갈색처럼 보였어요 ,아침에 일어나서 가래기침하는데 가래가 진한 갈색처럼 보였어요 뭐가 문제인가요 감기약을 먹어도 낫지않고 가래 기침이 있어요 관리가 필요한가요 도움좀 주세요,"안녕하세요, 하이닥 한방과 상담의 양태규 입니다. 아침에 일어나서 가래기침을 한다면 단순히 기관지 문제가 아니라 코가 문제일 가능성도 있습니다.  가끔 콧물이 많이 생겨서 목뒤로 넘어가는 후비루 증상이 있으면 아침 기상후에 누렇거나 갈색?의 가래기침을 유발하는 경우가 많습니다.  현재  감기약을 먹어도 증상이 여전하다면 이비인후과나 전문 한의원에 내원해서 코상태를 우선 체크해 보시기 바랍니다.  감사합니다. "
507,콧물,https://www.hidoc.co.kr/healthqna/view/C0000353866,감기 걸린 것도 아닌데 가슴이 답답하고 목도 답답하고  ...,감기 걸린 것도 아닌데 가슴이 답답하고 목도 답답하고 이물질이 있는 느낌이고 목을 눌러보면 아픕니다..누르면 헛구역질이 나기도하구요.. 주로 밤~새벽에 그러는데.. 어디가 안 좋은 건가요?? 최근들어 나타난 증상이라..,"안녕하세요, 하이닥 한방과 상담의 손원진 입니다. 감기 걸린 것이 아니란 것은 열도 없고, 몸살기나 콧물도 없다는 것이지요?가슴답답하고, 목에 이물감을 느끼는 것 중에. .  '매핵기' 라는 증상이 있습니다. 여자분들에게 잘 오는 증상으로 스트레스로 인합니다. 그 증상과 유사해 보이네요. . 한의원을 찾아 치료받아보시길 권하고 싶습니다. 참고하시길 바랍니다. 더욱 건강하세요. "
508,콧물,https://www.hidoc.co.kr/healthqna/view/C0000348125,저희 아버지가 기침만 3개월째 하고 계십니다. 겨울철만 ...,저희 아버지가 기침만 3개월째 하고 계십니다. 겨울철만되면 이러시네요... 특별히 아픈곳은 없는데 계속 기침만 합니다. 동네 이비인후과 가봐도 기침으로 인한 목 부은상태만 체크해주고 뭔지는 모르지만 약성분이 독한 약들만 처방해주네요.올해 59세이시고 담배는 안피우지만 술은 가끔 드십니다. 이젠 만성이되서 치료할 방법이 없을까요?? 도와주세요~,"안녕하세요, 하이닥 흉부외과 상담의 김대연 입니다. 흉부엑스레이와 객담검사를 받아 보시는 것이 좋겠습니다. 만성 기침의 원인을 알아서 치료를 하는 것이 좋겠습니다. 호흡기내과 진료를 받아 보세요. 감사합니다. "
509,콧물,https://www.hidoc.co.kr/healthqna/view/C0000327712,(16살 남자 이고요 163에 40kg)인데 토요일날 ...,(16살 남자 이고요 163에 40kg)인데 토요일날 머리가 아프다가 일요일엔 괜찮더니또 월요일날 아파서 병원을 갔어요 근데 독감일가능성 있다는데 저는 머리아프고 고열에 춥고 목이 아프고 코도 막혔거든요1. 이게 독감 증세 맞나요?2.그리고 갑자기 오늘 심박수가 110~127오락가락 하고있는데 독감이라면 왜 심박수가 빨라지나요?지금 혹시 더심한병일까 무섭습니다.  ㅠ ㅠ,"안녕하세요, 하이닥 내과 상담의 이정훈 입니다. 답변이 늦어서 죄송합니다.  독감 임상증상은 보통, 고열, 인후통, 전신통증, 두통 및 기침, 가래 콧물 등의 증상이 있습니다.  이중 고열과 인후통, 전신통증 등이 저명하면, 의심이 필요하고 진료가 필요합니다.  심박수는 보통 열이 있거나 통증이 있으면, 교감신경 항진에 의해 심박수 증가가 보일 수 있습니다.  정확한 진단 및 치료는 전문의 진료를 권합니다.  감사합니다. "
510,콧물,https://www.hidoc.co.kr/healthqna/view/C0000343731,몇일전에 심하게 코감기가 걸려서 계속 코풀더니 귀가 먹 ...,몇일전에 심하게 코감기가 걸려서 계속 코풀더니 귀가 먹먹해서 이비인후과를 갔습니다. 귀지가 차있어서 그런거라서 선생님이 귀지를 빼주셔서 나아졌겠지ㅡ 했는데 이제는 침만 삼겨도 귀가 뚫리는 듯한 기분이 들고 실제로 몇십분 간격으로 크게 침을 삼키면 정말 귀가 살짝 뚫리는 느낌이 들면서 좀 더 선명하게 들려요. 감기는 아직 안 나아서 계속 코 풀고있는데 혹시 중이염같은 증상일까요..?,"안녕하세요, 하이닥 이비인후과 상담의 정규화 입니다. 감기 후에 코와 귀를 연결하는 이관이 염증으로 부어서 상기 증상이 오는 것으로 생각됩니다.  지나치게 자주 코를 풀면 콧물이 중이내로 들어가 중이염이 초래될 수 있으므로 조심하시고 따뜻한 수분섭취와 가벼운 코 세척이 도움이 될 수 있습니다.  감사합니다. "
511,콧물,https://www.hidoc.co.kr/healthqna/view/C0000325365,안녕하세요. 배란혈이 평소와 같지 않아 질문드려요. 배 ...,안녕하세요. 배란혈이 평소와 같지 않아 질문드려요. 배란기에 아주 소량의 갈색냉과 피비침이 있었던건 3~4개월쯤 되었는데요. 이번엔 16일 밤부터 현재까지도 계속 나오네요(약 4일 이상). 양도 제가 판단하긴 꽤 많구요. 첨부한 사진은 죄송하지만 정확한 진단을 위해 붙였습니다. 끝에서부터 현재까지입니다. 질염을 최근 두달새 두 번 정도 앓았구요. 지난달에는 질염검사해서 단순질염 판정 받았습니다. 참고로 관계한지는 3개월이 넘었구요. 마지막 생리 시작일은 11월 30일입니다.부정출혈일까요? 배란혈일까요?ㅠㅠ추운 겨울 건강히 보내시길 바랍니다. 감사합니다.,"안녕하세요, 하이닥 산부인과 상담의 이재성 입니다. 출혈전 맑은 콧물같은 분비물이 보이고 생리주기가 규칙적이라면 배란출혈일 가능성이 높으나, 그렇지 않다면 부정출혈일 수 있습니다.  안정하시면서 지켜보시고 2주 이상 지속되면 산부인과 내원하셔서 다른 이상이 있는지 확인해 보시길 바랍니다. 문의에 도움이 되셨기를 바랍니다. "
512,콧물,https://www.hidoc.co.kr/healthqna/view/C0000302147,반년에 한번씩 자다가 놀래서 깨는데 숨이 안쉬어져서 깨 ...,반년에 한번씩 자다가 놀래서 깨는데 숨이 안쉬어져서 깨구요 일어나도 한 5분동안은 숨이 잘 안쉬어져서 강제로 크게 들숨 날숨을 내쉽니다. 안쉬면 죽을꺼 같아서요 천식 심하면 이렇게 숨쉴거 같네요 꺽꺽 거리면서 겨우 숨쉬어요... 비염이 환절기때 심하긴 한데 어제도 비염이 심했는데 또 이런증상이 생기네요 무슨 병인가요? 29살 남자이고 90키로에 운동을 좋아하는데 요즘 바뻐서 운동은 잘 못하고 있습니다.,"안녕하세요, 하이닥 한방과 상담의 최승영 입니다. 호흡은 비강과 구강으로 가능하게 되는데, 비염의 콧물로 비강이 막히거나, 비만 등으로 구강내 목구멍이 상대적으로 좁아지면 숨쉬기가 곤란할 수도 있습니다. 옆으로 수면을 취하는 것이 어떤가 확인해보시고, 장기적으로는 비염 및 비만의 치료 교정이 도움이 될 것 같습니다. 감사합니다. "
513,콧물,https://www.hidoc.co.kr/healthqna/view/C0000293694,안녕하세요 선생님 궁금함 점이 있어서 질문드립니다. 다 ...,안녕하세요 선생님 궁금함 점이 있어서 질문드립니다. 다름이 아니라 제가 저번주 쯤에 감기에 걸려 병원에 갔더니 같이 먹으라고 비염 약도 처방해주시고 스프레이도 주시면서 쓰라 하시더라고요. 비염이 있다는 말은 딱히 안하셨고요.. 감기도 나았고 코막히는 증상도 없긴 한데 아직 목소리가 조금 앵앵 거려서 혹시나 비염 초기증상인가 싶어서 여쭙니다.,"안녕하세요, 하이닥 이비인후과 상담의 이상덕 입니다. 비염의 4대 증상으로 코막힘, 맑은콧물, 재채기, 가려움이 있습니다. 목이 아프거나, 목소리의 변화 등은 감기 후 후유증으로도 나타날 수 있는 증상입니다. 위 비염 증상이 있으시다거나, 목소리 변화가 계속되신다면 가까운 이비인후과를 방문하시어 치료받으시기 바랍니다. 감사합니다"
514,콧물,https://www.hidoc.co.kr/healthqna/view/C0000280189, 기침과 가래가 상당히 자주 많이 나옵니다. 머리도 약 ...,"기침과 가래가 상당히 자주 많이 나옵니다. 머리도 약간 아프고요. 몸살 감기인지, 알레르기인지 궁금합니다. 담배를 피우지 않치만 담배피우는 무리에 장시간 있은후 발생된 것 같습니다.","안녕하세요, 하이닥 한방과 상담의 윤홍일 입니다. 증상이 있은지 일주일이 넘었으면 알레르기성 비염일 확률이 높고요, 감기는 지속적인 두통 몸살이 오고, 비염은 몸살은 없이 두통, 코막힘, 콧물이 있다 없다 합니다.  원인이 있으면 증상이 나타나고 원인이 없어지면 사라지죠. 답이 되셨기를 바랍니다. "
515,콧물,https://www.hidoc.co.kr/healthqna/view/C0000260559,밤에 얼굴통증이 심한데요코주변이나 눈주변 광대밑 이런 ...,밤에 얼굴통증이 심한데요코주변이나 눈주변 광대밑 이런곳이 주로 아프구요병원을 가보려고 하는데 어느병원을 가야될지모르겠어서병원은 어딜가야하나요?,"안녕하세요, 하이닥 이비인후과 상담의 정도광 입니다. 부비동염의 증상 중 하나일 수 있습니다. 부비동염의 증상으로는 누런 콧물, 코막힘, 부비동 주위 통증(광대 혹은 눈 주위 등)후비루 증상 등이 대표적입니다. 혹 위 증상 중 2가지 이상 증상이 나타난다면 가까운 이비인후과를 방문하시어진료를 받아보시는 것이 좋을 것 같습니다. 감사합니다. "
