"","주요증상","주소","질문제목","질문내용","답변내용"
"912","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000052638","왼쪽 가슴을 만지면 아프고 하얀게 나와요...","- 상담내용 : 예전엔 가슴의 크기가 같았는데요 일년전부터 인지 샤워할때 보니까 왼쪽 가슴이 조금 더 크더라구요 그리고 가슴을 전체적으로 잡았을때 큰 덩어리 같은게 있는거 같구요 오른쪽도 잡히긴 하는데 왼쪽을 세게 잡았더니 좀 욱씬거리면서 하얀게 나오더라구요 맺히는 거 처럼 약간요;;; 그렇게 만졌을 땐 조금 아픈데 만지고 조금 있으면 또 아픈건 사라져요 ;; 신경을 안쓰고 있으면 괜찮아지긴 하는데.... 유방암은 아닐지 걱정이되요.... 그런데 제가 1년 4개월 전에 낙태를 한번 했었거든요... 8주에 .. 그거랑 관련있는건가요? 알려주세요..... 너무 걱정되요,..,.","안녕하세요.  하이닥 산부인과 상담의 김태성 입니다. 

대개는 유선이 발달 하면서 유즙이 나올 수가 있습니다.  
유방의 크기는 사람에 따라서 조금식 차이가 납니다.  

그래도 유방 검진을 받아 보신적이 없다고 
하면 유방 초음파나 방사선 촬영 해보도록 하세요. 

혹시 위장약을 복용하지는 않으시나요?
위장약 중에 위산 억제제가 유선을 자극해서 
유즙이 나올 수 있습니다.  

중절 수술을 하신지가 벌써 1년이 넘으셨기 
때문에 관계는 없습니다.  문의에 도움이 되었으면 합니다.  감사합니다. "
"913","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000209752","오목가슴 치료법","안녕하세요 오목가슴인 중학교 2학년 남자학생입니다.요번에 고대안암병원에서 진공벨(vacuum bell) 로 오목가슴치료를하려고하는데요제가 유도를 배우고싶어서 그런데진공벨로 오목가슴교정중 유도나 주짓수를 해도되는지 궁금합니다친절한 답변부탁드려요.....","안녕하세요, 하이닥 흉부외과 상담의 전철우 입니다. 우선 본인이 문의하신 내용은 수술받고자 하는 대학병원의 흉부외과 의료진에게 문의하시는 것이 가장 정확합니다. 또한, 일반적으로 보편화된 너스(nuss)씨 수술이 아닌, 진공벨이라는 방법으로 수술을 하신다고 하셨는데, 이거에 대해서는 저는 경험이 없기에 정확한 답변을 드릴 수가 없습니다. 질문에 답변을 못드리는 점 양해바랍니다. 감사합니다. "
"914","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000035301","가슴에 음식물이 가득차 있는것처럼 답답해요","- 성별 :여- 혈압 :- 키/체중 : 158cm / 47kg- 가족력(가족, 친척의 건강, 질환 등) :- 과거병력 :- 상담과 관련된 주요 증상, 의심 질환명 :- 상담내용 :약 일주일 전부터 가슴이 아프더니 음식이 목에까지 차 있는 느낌이 나면서 등 오른쪽이 아파요.작은 기침이 나면서 작게 망울망울한 가래도 나오구요.억지로 힘을 줘서 토해보려 하면 작은 가래와 침만 나오네요.비염이 있긴 한데 심한 정도는 아닙니다.병원가서 정밀검사를 받아야 할지 겁이 나요.좋은 말씀 주시면 감사하겠습니다.","안녕하세요.  하이닥흉부외과 상담의 김대연입니다. 
오른쪽이 등이 같은 곳이 계속 아픈 것인지 아니면 통증의 자리가 변하는 것인지 감별해야 겠습니다. 
현재의 증상으로는 가래, 기침, 흉통이 있는데 정확한 진단을 위해서는 병원을 방문하여 선생님의 진찰을 받아 보시고 필요하면 흉부방사선 촬영, 객담검사, 혈액검사에서 특별한 진단이 나지 않는 경우는 심전도, 흉부단층촬영(CT)을 받아보는 것이 진단에 도움이 되겠습니다. 문의에 도움이 되었기를 바랍니다.  감사합니다. <!- 출처 ->"
"915","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000260800","안녕하세요 가슴 통증과 등통증  질문드립니다등통증은 ...","안녕하세요 가슴 통증과 등통증  질문드립니다등통증은 잠잘때 누우면 맞은것 처럼아프고요 가슴 통증은 숨을 깊이 마시거나가슴을 뒤로 쭉펴면  몸통 중간이 통증이 있습니다  엎드려 잠을잘때 자세를 바꾸면 가슴 통증이 있습니다병원진료는 목과등 MRI  상복부초음파 CT심근경색 스텐트2개 넣었고요 4년전에작년12월에 가슴동증이 있어 심장시술을했었습니다위내시경 검사로는 역류성 식도염에위에 좁살만한 피멍자국이 있어세 약복용중입니다병원에서는 근육통인지 심리적인건지알수가 없다고 합니다혹시 다른 원인이  있을까요?","안녕하세요, 하이닥 재활의학과 상담의 김재호 입니다. 가슴통증과 등통증에 대해 문의주셨습니다. 목/등-MRI, 상복부-초음파,CT, 위내시경 검사를 하셨고심장혈관스텐트, 심장시술받으셨고, 역류성 식도염 약복용중이라고 하셨네요. 다음 순서대로 하시면 될 것 같습니다. 1.  심장 스탠트,시술하신 담당의사에게 증상을 말해보고 내과적 원인인지 검사하시고요. 내과적 원인이면 치료받으시고2.  내과적 원인이 아니면 재활의학과 (재활의학과 없으면 마취통증의학과나나 정형외과)로 의뢰를 해달라고 하십시오. 재활의학과 (혹은 마취통증의학과나 정형외과)에서 치료를 한다고 하면 치료를 받으시고3.  치료할 게 없다고 하면 신경정신과로 의뢰를 해달라고 하십시오. 이것이 대학병원의 교과서적인 치료 흐름입니다. 재활의학과 전문의의 입장으로 떠오르는 원인이 4가지 정도에 하고 싶은 검사가 2개는 더 있습니다. 그런데 신체검사없이 배제해야 하는 진단과 검사를 나열하는 것은환자분들에게는 오히려 혼란만 가중하는 결과를 초래하니, 위의 방법대로 진료를 보시는 것이 바람직합니다. "
"916","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000240793","처음에 오른쪽 가슴의 바깥쪽 (피부 가까이)이 찌르듯  ...","처음에 오른쪽 가슴의 바깥쪽 (피부 가까이)이 찌르듯 아프다가 최근 왼쪽도 비슷한 증상이 있어요.제일 처음 겪은것은 술을 꽤 마신날 밤이었고 최근에는 평소에도 증상이 잦게 나타나요 (일주일 새 오른쪽 두 번 왼쪽 한 번)어떤 문제가 있는걸까요?","안녕하세요, 하이닥 마취통증의학과 상담의 노민현 입니다. 원인 자체는 상당히 다양합니다.  심장이나 폐쪽으로 문제가 있는 경우, 또는 단순 가슴 근육쪽의 문제등에 의해서도. . .  증상이 계속 된다면 내과 방문하셔서 상담 받아보시고, 이상이 없는 경우 마취통증의학과 방문하셔서 그와 관련된 치료 및 상담 받으시면 될 것 같습니다. 감사합니다. "
"917","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000054378","손발저림및 가슴통증","- 상담내용 : 2004년 지주막출혈로 뇌수술을 받았습니다현재는 별다른 후휴증없이 정상인과 똑같이 생활하고 있는데 손발저림이 심하고 차갑습니다. 특히 잠잘때 심해 3~4번 정도는 일어나곤 해서 많이 피곤하고 오른쪽 뒤목부위가 뻐근하고(수술받은부위가 오른쪽) 아침에 일어나면 등쪽어깨부위도 통증이 있습니다. 눈앞에 조그만한 벌레모양도 보이고 귀에서 소리도 납니다(수술전에도 이런증상은 있었습니다)또, 제가 담배를 많이 피우는편인데 요사이 가슴중앙부위(명치에서 10CM 위쪽)에통증이 계속되고 있습니다. 외국에 거주하는관계로 인해 정확한 진단을 받을수가 없어서 이렇게 문의드립니다선생님의 도움 부탁드립니다","안녕하세요.  하이닥 신경과 상담의 최성호입니다. 


잠잘 때만 증상이 심해진다면 수면질환이나 주기적 사지 움직임이 있는 경우가 많습니다.  우선은 철분이 많이 들어있는 음식이나 약간의 도파민제제를 드셔보십시오. 

가슴부위의 통증은 식도증상이나 심장증상일 수 있습니다.  당연히 담배를 끊는 것이 먼저입니다. 

건강하세요. "
"918","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000094343","가슴 통증이 오래도록","가슴통증이 꽤 오래지속되고 있습니다가장 의심되는 부분은 골프 언습에 의한 갈피뼈 골절 같고둘째는 6월 감기가 아직도 남아 가슴이 답답하고 속에 뭐가 들어있는듯 하고 마른기침을 많이 합니다물론 기침할때마다 통증이 있도가슴 왼쪽에 통증이 있습니다왼쪽 가슴 어깨쪽에 황금색으로 피부가 바래있고 누르면 살짝아픕니다솔찍히 갈비뼈가 가장 의심가지만 안쪽도 아픈듯 합니다어떨게 해야할까요? 의심가는 병과 진료과목 부탁드립니다","안녕하세요.  하이닥 흉부외과 상담의 반동규입니다. 일반적으로 흉통의 원인은 두통과도 같이 뚜렷이 밝혀지지 않는것이 대부분입니다.  특히 젊은 분들의 경우에는 스트레스 및 흡연, 음주 등의 과도한 노출에 의해 그러한 증상이 간혹 나타나는 경우가 많습니다.  흉통으로 인한 질문을 자주 받고 있으나 문진만으로는 병의 확진을 내리기는 어렵습니다.  흉통의 경우 자각증상만이 나타나는 경우가 대부분이기 때문에 질문자님 처럼 통증을 호소하는 경우, 문진과 이학적 검사가 선행되기 전에는 ""무엇 때문에 통증을 느끼시는것 입니다"" 라고 단정지어 말씀 드리기가 어렵습니다.  가까운 의원을 방문하시어 간단한 검사(X-ray촬영 등)를 받아 보시길 권해드립니다. 간단한 검사만으로도 귀하의 추정처럼 갈비뼈의 문제인지 아니면 다른 무엇인가를 의심해 봐야 하는 상황인지 확인이 가능합니다. 충분하고 속시원한 답변은 드리지 못하고 병원에 가보시라는 말씀만 드린것 같군요.  하루 속히 원인을 찾아 내시어 흉통에 대한 부담감을 떨쳐내시길 바랍니다. "
"919","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000063609","가슴에 통증이 있습니다.","작년 7월에 금연을 가슴에 가끔씩 쿡쿡 쑤시는 통증이 있어 금연을 시작해서 현재 금연중 입니다.금연 시작 했는되도 가슴에 통증이 사라 계속 되는되요. 같은곳이 계속 통증이 있는것은 아니고요..가슴이 돌아가면서 통증이 있으니다. 많이 아픈것은 아니고요. 그리고이번 겨울 들어 감기도 자주 걸리고 현재 기침 가래가 멈추지 안고 있습니다. 가끔 가슴이 답답해서 기침이 나옵니다.. 누워있을때 더 자주 그럽니다.배에 가스도 자주 차고요.. 작년 겨울에 가까운 내과 가서 엑스레이 촬영및 초음파 결과는 매우 괜찬게 나왓습니다. 하지만 계속 통증이 있어 스트레스 받아서 그런되요.검사를 받아 보고 싶아 봐야 할것 같아서 문의 드립니다..","안녕하세요.  하이닥 흉부외과 상담의 김대연입니다. 현재의 통증의 양상을 볼때는 흉막통의 가능성이 높습니다.  어떤 원인에 의해서든지 폐와 흉벽사이의 유착으로 인해서 통증이 생기는 것으로 추정이 됩니다. 흉부엑스레이 CT, 심전도 검사에서 특이 소견이 없는 경우는 그럴 가능성이 높습니다. 너무 걱정하실 필요응 없고 통증이 심하면 진통제를 복용하면 호전이됩니다. 현재 나이가 없는데 40대 이상인 경우는 반드시 검사를 받아서 원인을 찾는 것이 좋겠습니다.  감사합니다. "
"920","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000068895","가슴 한가운데 뻐근한 통증...","안녕하세요.수년전부터 가슴 한가운데(목 아래부터 명치위) 뻐근한 통증(쥐어짜는 듯이 참기 힘든 것은 아님)이 가끔 생깁니다. 발생시간은 주로 저녁시간대이고1~3시간 지나면 괜찮아 집니다. 빈도는 자주는 아니고 1~2달에 한번정도인 것 같습니다. 며칠사이에연속으로 발생한 적은 없습니다.오래전 건강검진에서 부정맥과 심전도에서이상이 있다고 하여 대학병원에서 정밀검사를 했지만 특별한 이상이 없었습니다. 가끔은 제 심장을 만지는 듯한 느낌(떨림)도 있을 때가 있습니다. 며칠전에도 통증이 있어 동네 의원에 갔는데 청진기와 심전도 검사를 했지만 이상은 없는 것 같다고 하면서 의사 선생님께서 만약에 대비해서 니트로글리세린 3알을 처방해 주셨는데 통증이 있을 때 혀밑에 넣으면 통증이 없어질거라 하셨습니다. 진료를 받을 때는 통증이 없는 상태였습니다. 그런데 어제 통증이 있어 30분정도 참았지만 없어지지 않아 약을 사용했는데 30분이 더 지나도 통증은 계속되었습니다. 1) 니트로글리세린을 사용했는데도 통증이 없어지지 않으면 협심증 같은 것은 아니라고 볼 수 있나요?2) 협심증이라면 통증의 세기가 어느정도이고 발생빈도는 어떤가요?3) 평소 심장부위에 떨림같은 느낌이 있는데 왜 그런가요?","안녕하세요.  하이닥 가정의학과 상담의 이승화입니다. 1.  상담자 분의 증상의 비특이적 흉통으로 생각됩니다.  2.  흉통의 원인 중의 하나로 심장 관련된 질환이 있을 수 있습니다.  대표적인 것이 협심증이죠. 3.  협심증도 안정형 협심증(운동을 하는 등 심장의 산소요구량이 늘어날때 통증을 느끼는것),불안정형 협심증(좀 더 심한 형태로 휴식시에도 흉통을 느낌.  치료를 받지 않으면 심근경색으로 진행할 확률이 높음)로 나뉠 수 있습니다. 4.  상담자 분의 경우는 심전도 검사에 정상이며, 니트로글리세린에 반응하지 않는 점으로 미루어 보아 소화기계 질환(위식도역류증)의 가능성도 있습니다. 5.  실제로 흉통의 원인중 상당부분(특이 비특이적인 경우)은 위식도역류증인 경우가 많으며 이 경우에는 제산제나 산분비억제제(PPI, H2-blocker 등)을 복용하면 호전되는 경우가 많습니다. 따라서 상담자 분의 경우는 재차 병, 의원을 내원하여 상기 증상에 대한 자세한 설명과 함께 담당 의사 선생님의 소견에 따라 필요하다면 위내시경 등의 검사를 받아보시길 권해드립니다.  감사합니다. 추가로 상담자 분이 물어보신 질문에 대해 답해드리자면1.  니트로글리세린을 사용해도 통증이 없어지지 않는다면 i)협심증이 아니거나 ii)오히려 심근경색으로 진행 중인 더 심한 협심증(불안전형 협심증)의 가능성도 있습니다.  물론 이 경우는 상담자 분의 상담 내용으로 미루어 보면 후자의 가능성은 떨어집니다. 2.  협심증의 경우는 주로 호소하는 통증의 내용이 '가슴을 쥐어짜는 듯한' 통증인 경우가 많으며, 진행정도에 따라 흉통을 느끼는 횟수가 많아집니다. 3.  심장부위의 떨림의 느낌의 원인은 다양한데 대부분은 심장자체보다는 근육경련이나 신경 등으로 인한 환자들의 주관적인 느낌인 경우가 많습니다.  이 역시 가까운 병,의원에서 진찰과 상담으로 대부분 감별이 가능하며 필요하다면 추가적 검사가 이루어질 수 있습니다. 상담자 분의 쾌유를 기원합니다.  감사합니다. "
"921","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000058811","가슴통증?","- 상담내용 : 저는 현재 혈액투석중인 만성신부전증환자입니다 2~3주전부터 가슴에 통증이 생겨서 질문드립니다ㅠㅠ 어쩔때는 가슴위에서도 통증이 생기구 어쩔때는 갈비뼈 있는 쪽에서도 통증이 생기구요 이곳저곳 돌아다니면서 통증이 생깁니다 통증이 오래가지는 않지만 누군가 찔르는 듯한 통증도 있고 어쩔때는 누군가 내 갈비뼈를 누르고 있는 듯한 통증도 느껴집니다 통증시간은대략2~3분 내지이면 없어지지만 통증을 겪고나면 힘이 쫙 빠집니다 몇일전에는 가슴이 너무 두근거리고 머리가 너무 어지러워 지면서 다리가 힘이 없어졌습니다 그래서 산소를 꽂고 있었더니 좀 괜찮아지더군요 대체 이런 증상은 왜 나타나는 걸까요ㅠㅠ?혹시 검사를 받아야 한다면 무슨 검사를 어떻게 받아야 하는지 알고 싶습니다ㅠㅠ그리고통증이계속있는게아니라가끔씩나타나는거라서더욱겁이납니다ㅠㅠ답변좀해주세요ㅠㅠ의사선생님ㅠㅠ","안녕하세요.  하이닥 흉부외과 상담의 반동규입니다. 만성신부전증으로 혈액투석 중이시고, 최근들어서 흉통이 나타났다고 하셨는데,일단 담당 주치의 선생님께 이 사실을 정확히 말씀드리고 확인을 받는 것이 무엇보다 우선이 되겠습니다. 일시적인 흉통이라면 다행이고 특별한 치료가 필요하지 않을수도 있겠으나 심장과 관련되어 나타난증상인지를 확인해 볼 필요가 있겠습니다.  단순 흉통의 경우라면 심전도 및 단순흉부촬영(X-ray) 검사만으로도 충분히 확인이 가능합니다. 아무쪼록 통증이 지속되고 있는 만큼, 현재의 상태를 가장 잘 알고 계신 담당 주치의 선생님과 빠른 상의를 해 보시길 바랍니다. "
"922","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000023887","가슴 업시키는 수술도 가능한가요?","가슴이 너무 처져서 고민입니다.
그런데 보형물이나 그런건 넣기 싫구 그냥,
가슴 모양이 누워있어도 컵처럼 되게 (이건 수술해야 가능한건가요?)
만들고 싶은데 
그냥 수술만으로 그게 가능할까요 ???
가능하다면, 나중에 유지할 때 다시 재 수술을 또 해야 하나요??","가슴이 쳐진 것을 교정하는 것은 수술적으로 가능합니다.  보형물을 사용하지 않고 교정하게 되며, 쳐진 가슴이 올라가고 가슴의 볼륨과 모양 또한 교정됩니다.  그렇지만 자연 그대로의 가슴은 누웠을 때 컵처럼 유지되지는 않습니다. "
"923","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000190975","밤에 잠을 못 잘 정도로 가슴이 답답하고 목 옆 부분이 부어 있어요.","밤에 잠을 못 잘정도로 가슴이 답답하고 목이  옆에 부분들이 다른사람 목보다 부어있다고 해야하나 그쪽이 빵빵해요","안녕하세요, 하이닥 호흡기내과 상담의 서기현 입니다. 밤에 잠을 못 잘 정도로 가슴이 답답하고 목도 육안상 부어 있다고 하시니 진료를 통해 정확한 원인을 찾아야 합니다.  호흡기 전문의와 상의하세요.  감사합니다. "
"924","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000478284","가슴 통증","안녕하세요최근 며칠 3번, 5분 정도의 가슴 통증이 있었습니다심하게 아픈 건 아니고 살짝 찔렀다 괜찮았다 반복입니다9월 7일쯤 밤 자위행위 중 오른쪽 가슴 바깥쪽9월 10일쯤 스트레스 약간 받는 일 있었을 때 왼쪽 가슴 안쪽9월 12일쯤 일상생활 중 왼쪽 가슴 아래쪽올해 5월에 1분 이하의 짧은 가슴 통증 때문에 순환기내과 진료 받은 적 있습니다피검사 소변검사 심전도 엑스레이 결과심장에 이상은 없는데, 치료 안 해도 되는 부정맥이 있다더군요따로 정기적인 검사를 할 필요도 없다고 하셨고요다시 한 번 병원을 가봐야 할까요?통증이 길게 나타난 건 처음이라서 걱정되네요","안녕하세요.  하이닥 내과 상담의 이방훈입니다. 흉부 통증으로 순환기 내과 진료를 받은 적이 있고 검사상에서 별다른 이상이 없었다면 심장과 관련해서는 어느 정도 검사를 통해서 괜찮다는 것을 확인하였으므로 굳이 병원을 다시 갈 필요는 없어 보입니다. 다만 증상이 계속 반복된다면 식도염이나 근육통처럼 심장외 흉부 통증을 유발시킬 수 있는 요인이 있을 수 있으므로 순환기 내과가 아니라도 병원을 방문해서 진료를 받아보는 것도 좋을 것으로 생각됩니다. "
"925","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000456438","가슴통증","안녕하십니까?제가 10년전부터다름이 아니라 제가 숨이 많이차고가슴이 답답하고  심장이 두근 거리고찌릿 찌릿하여  큰마음 먹고 큰병원갔습니다우선  피검사 가슴 엑스레이 심전도 폐기능검사24시간 심전도 검사받았습니다예약으로 추가적으로 심장 초음파까지 예약된 상태고요오늘 찜질방갔는데   심장쪽 통증이 심하여 검사받은병원으로갔습니다검사결과 나와서  검사결과 들었는데아무이상 없다고 구지 심장초음파까지 검사받을필요가 없다고 하네요폐기능이  떨어져 있는데 크게 문제될건 없다고예약잡힌 검사들은 취소하겠다고하는데요제가 의학적  지식이 없어서구지 심장 ct나 mri  안받아도 되는지 궁금합니다펴기능이 저하됬는데 걱정할필요 없다고 했는데운동하면 폐기능은 좋아지는지 궁긍합니다답변 머리숙여 부탁드립니다","안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다. 사실 환자분의 설명 외 객관적인 자료가 하나도 없습니다. 환자분의 정보만으로 판단해서 답을 드릴 수 있는 것은 없습니다. 현재 환자분 상태를 제일 잘 아는것은 해당 병원 진료를 본 의사입니다. 해당 선생님 말씀대로라면 걱정하지 않으셔도 될듯합니다. 감사합니다. "
"926","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000387365","왼쪽 가슴 갈비뼈쪽 통증 병명이 궁금합니다.","안녕하세요 30대 초반 남성이며 제목과 같이 왼쪽 가슴 유두 바로 아래쪽으로 심장쪽에서 옆구리쪽으로 누르면 통증이 있어 어떤 병명인지 궁금하네요증상은 이렇습니다.1. 11일전 일요일날 친구가 장난으로 팔짱끼고 제 가슴부위를 감싸힘주고 당기고 했던 기억이 납니다. 그 후 소리치며 웃는데 갑자기 통증이 오기 시작했습니다. 잠을잘때 누울때, 일어날때 통증이 옵니다. (윗몸일으키기 할때 왼쪽가슴에 통증이 있다고 생각하시면 됩니다.)2. 2일후 명치쪽에 시간 간격으로 숨막히는 통증이 있어 내과에서 위내시경 받고 위궤양과 십이지장궤양을 판명받아 약을 복용중이며 처방에 따라 음식도 조심히 먹고 식습관도 지키고 있는 중입니다. (저는 흡연을 안하고 음주는 1~2주에 한번 합니다. 술과 친하지 않습니다.)3. 통증은 숨쉴때는 없습니다. (크게 마실때 아주 약간의 통증 뺴구요) 걸을때 없고 좀 뛸때 약간 통증 있구요 제일 아플때가 잠을 잘때 누울때와 일어날때 제일 아프게 통증이 옵니다. 3일전 정형외과에서 엑스레이 검사를 받았지만 아무 증상이 발견되지 않고 물리치료 받았습니다. (소엽제 같은 약은 위궤양 약을 복용중이라 처방을 받지 못하고 아픈부위에 파스만 붙이고 있습니다.) 4. 2주가 된 현재는 누울때와 일어날때 아침에 걷거나 뛸때만 아픕니다. 통증이 지속돼 일상생활이 힘드네요 질문 읽어주시어 답변 부탁드립니다.ㅜㅜ감사합니다.","안녕하세요, 하이닥 마취통증의학과 상담의 노민현 입니다. 심장이나 폐쪽으로 특별한 이상이 없다면,가슴앞쪽 갈비뼈 사이 조직의 과긴장에 의한 경우가 제일 많습니다. 예를 들어 흉골과 갈비뼈 사이의 인대 문제인 경우 통증이 오래 지속될수가 있습니다. 증상이 계속 된다면 마취통증의학과 방문하셔서 상담 받아보시기 바랍니다. 감사합니다. "
"927","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000462071","가슴이 너무 답답해요","명치 윗부분이 답답하고 아픕니다시험기간 3주 동안 잠도 매일 새벽 두세시에 자고 하루종일 앉아있다 보니 허리가 아픈데, 허리 통증 때문인지 아니면 다른 이유 때문인지 궁금합니다특별히 한 일이라고는 어제 삼겹살을 많이 먹고 게임 몇 시간 한 것 밖에 없는 것 같습니다+몇 년 전에 자고 일어나니 가슴이 너무 답답해서 병원에도 간 경험이 있는데 혹시 관련돼있나요?","안녕하세요.  하이닥 응급의학과 상담의 한재병입니다. 증상이 지속된다면 병원 진료를 권유합니다. 위염, 위궤양, 역류성식도염 등의 위장관 질환 가능성 및 심장질환 가능성에 대해 감별이 필요합니다. 감사합니다. "
"928","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000036173","가슴통증","- 성별 : 여- 혈압 : (저혈압이 있음)- 키/체중 : 165cm / 54kg- 가족력(가족, 친척의 건강, 질환 등) :- 과거병력 : - 상담과 관련된 주요 증상, 의심 질환명 :- 상담내용 :한달전쯤 회사갈려고 집을 막 나서는데 왼쪽 가슴과 등부분이 숨을 쉬는데 심하게 뻐근하더라구요 그래서 허리를 펴지도 못하고 낑낑대며 출근을 했었는데그때는 30분정도? 몇분뒤에 괜찮더라구요그런데 어제 점심을 먹고 나오는데 위와 같은 증상이 또 시작되더군요하루가 지난 오늘 까지 처음 처럼 심하게 아프거나 불편하지는 않는데숨을 쉬면 쫌 뻐근한 감이있고왼쪽 어깨도 결려 오네요 저는 담배도 술도 안합니다 요즘 스트레스 받는일이 심히 있긴 했었는데아그리구 물을 마시는데 매끄럽게 넘어가는게 아니라 꼭 묵직한 그런 느낌으로 넘어갑니다.괜찮을까요?","안녕하세요.  하이닥흉부외과 전문의 김대연 입니다. 현재의 흉통의 심장에서 기인한 흉통의 가능성이 있습니다.  하지만 현재 나이가 젊다면 협심증의 가능성은 떨어지기는 하지만 협심증으로 인한 증상의 가능성도 있습니다.  이 경우는 심전도나 운동부하심전도 검사로 진단이 가능합니다.  병원에 흉통이 있을 경우에 방문하여 진찰을 받아보는 것이 좋겠습니다. 
또 한가지의 경우는 폐와 흉벽은 떨어져 있습니다. 쉽게 말씀 드리면 흉곽 안에 폐가 떠 있는 형태입니다. 
결핵이나 염증으로 인하여 흉벽과 폐가 유착이 되면서 벽측 흉막 쪽에 통증을 느끼는 신경이 존재하여 통증을 느끼게 됩니다. 통증이 아주 심한 경우는 진통제를 복용하는 경우도 있지만 시간이 경과하면서 증상이 차차 호전이 됩니다. 


답변이 도움이 되었으면 합니다. 감사합니다. "
"929","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000292251","요즘가슴통증이있어문의합니다직업이 미용사신데요삼푸를하러살 ...","요즘가슴통증이있어문의합니다직업이 미용사신데요삼푸를하러살짝숙였을때흉통이있고앉아있을때도깜짝놀라게통증이있고 누워있을때도 갑자기 통증이있습니다 통증이오래가진않지만 오늘은 자주나타나네요원인이무엇일까요","안녕하세요, 하이닥 외과 상담의 권수범 입니다. 가슴통증은 여러가지 원인이 있습니다.  여러 가지 증상으로 보았을때 근골격계의 증상일 가능성이 있습니다.  근골격계라고 하면 갈비뼈와 그 주위에 있는 근육에 관련된 통증입니다.  자세 변화에 따라 통증이 생기기도 하고 놀랄 정도의 날카로운 통증으로 보아서 그러합니다.  누워있을 때 자세 변화를 주었다면 누운 상태에서도 생길 수 있습니다. 그외에 좌측 가슴이 누르는 듯 하거나 쥐어짜는 듯 한 통증이 있거나 좌측 팔에 통증이 전달된다면 심장의 문제일 수도 있습니다.  혹은 유방에 문제가 있어도 통증이 발생할 수가 있고.  옆구리나 등쪽에 물집이 있으면서 피부감각이 달라졌다면 대상포진일 수도 있습니다. 진찰을 받아보시는 것이 좋겠습니다.  감사합니다. "
"930","가슴이+아파","https://www.hidoc.co.kr/healthqna/view/C0000390977","밤에 가슴이 답답하고 숨이 잘 쉬어지지 않아 잠을 잘 수 없는 상황이 지속됩니다 ","밤에 가슴이 답답하고 숨이 잘 쉬어지지 않아 잠을 잘 수 없는 상황이 지속됩니다 어떻게 하면 좋을까요","안녕하세요, 하이닥 한방과 상담의 허정원 입니다. 아무래도 과도한 정신적 스트레스가 육체적 증상을 만들어 내고 있는 상황이 아닐까 판단되는데요.  한의학적으로는 단순한 기가 울체된 증상일 수도 있지만 심한 경우 화병처럼 가슴에 응어리진 화가 커졌을 때 이런 증상이 나타날 수도 있습니다.  평소에는 괜찮다가 누웠을 때만 이런 증상이 나타나고 그로 인해서 잠을 잘 수 없는 상황이 계속 반복된다면 가슴이 답답한 것이 원인이 된 불면증이라고 볼 수 있습니다.  그리고 이 가슴이 답답한 것을 풀어주는 것을 통해서 수면 뿐 아니라 불편함을 함께 치료해 나가야 하지 않을까 생각됩니다.  스트레스를 풀기 위한 여러 방법들도 함께 병행해 보시되 증상의 호전이 쉽게 나타나지 않는다면 한의학적 치료를 받아보시길 권해드립니다.  감사합니다. "
